course_code,course_name,credit_hours,department,gen_ed_requirements,description
THEA 480,Upholstery Techniques,3 or 4,THEA,,"This course is an introduction to the techniques, tools, and materials commonly used when upholstering furniture for the stage. Students will have the opportunity to learn a variety of skills and complete several sewing and upholstery samples, building basic upholstery skills into advanced techniques through class projects. All of these skills are paramount for anyone considering a career in the performing arts as a crafts person. 3 undergraduate hours. 4 graduate hours. Prerequisite: Students talking this class should have prior sewing experience and a familiarity with common soft craft tools such as a serger, sewing machine, foam cutter, and various glues and adhesives. For Theatre Majors only. Only MFA and upper level BFA Technical/Design Theatre Students may take this class."
THEA 481,Content Creation 1: Camera and Editing for Media Design,3 or 4,THEA,,"Lecture/Studio Course focused on creating original video content. There is special emphasis on producing media assets to be used as a part of live performance of dance, theatre and music theatre. Lecture and classwork projects develop skills in developing image ideas from text to storyboards to camera images to completed motion video. 3 undergraduate hours. 4 graduate hours."
THEA 482,Content Creation 2: Motion Graphics & VFX for Media Design,3 or 4,THEA,,"Lecture/Studio Course focused on creating motion graphics & video special effects content. There is special emphasis on producing media assets to be used as a part of live performance of dance, theatre and music theatre. Lecture and classwork projects are intended to explore and develop skills in preparing still images and animating them into motion video. 3 undergraduate hours. 4 graduate hours."
THEA 483,Modern Scandinavian Drama,3 or 4,THEA,,Same as CWL 463 and SCAN 463 . See SCAN 463 .
THEA 484,Writing with Performance: Politics of Love,3,THEA,,"Same as AAS 494 , ENGL 494 , FAA 494 , GWS 494 . See FAA 494 ."
THEA 485,Prop Furniture Construction,3 or 4,THEA,,"This course explores the skills and tools commonly used for furniture construction. Students will learn a variety of fine woodworking techniques while constructing samples that will ultimately lead to a realized piece of furniture. In this advanced course of study, students will focus on joinery, the properties of finer lumber choices, programing the CNC for automated cutting assistance, the use of a wood lathe, and natural fiber upholstery techniques such as rushing and caning. 3 undergraduate hours. 4 graduate hours. Prerequisite: Students taking this class should have prior carpentry and woodworking experience and a familiarity with bench tools, hand tools, various glues, and common construction materials."
THEA 486,Experiments in Queer of Color Performance,3,THEA,,"Same as AAS 496 , ENGL 496 , FAA 496 , and GWS 496 . See FAA 496 ."
THEA 489,Leatherworking Techniques,3,THEA,,"Leatherworking is a class designed to introduce students to the many tools and techniques involved in working with a variety of leathers, either for crafts or costumes. We will mainly focus on projects incorporating leather inlay and overlay, patterning, skiving, and using a roller-wheel presser foot. A class trip to a local leather merchant is also a required part of this course. 3 undergraduate hours. 3 graduate hours. Prerequisite: Restricted to Costume Technology and Properties Design & Management majors."
THEA 490,Professional Internship,0 to 14,THEA,,"Professional work with an approved host theatre or institution in an area related to the student's academic program; exposure to and participation in professional theatre. Full documentation and approval of internship activities required. 0 to 14 undergraduate hours. 0 to 12 graduate hours. Approved for S/U grading only. May be repeated in the same or subsequent terms, if topics vary. Prerequisite: Junior, senior, or graduate standing in Theatre; consent of Internship Coordinator."
THEA 491,Advanced CAD Drafting for Lighting Designers,3 or 4,THEA,,Advanced practical study of CAD drafting for lighting designers and technicians utilizing current industry software. 3 undergraduate hours. 4 graduate hours. Prerequisite: THEA 437 .
THEA 492,Digital Rendering for Lighting,3 or 4,THEA,,An exploration of 3-D rendering techniques for live performance using software specific to the lighting industry. Teach skills necessary to create an artistic representation of a design and to imagine a production. 3 undergraduate hours. 4 graduate hours.
THEA 493,Lighting Opera & Musicals,3 or 4,THEA,,An advanced study of techniques used for lighting musicals and operas through paper projects and various lectures. 3 undergraduate hours. 4 graduate hours.
THEA 494,Advanced Problem Solving for Lighting Designers,3 or 4,THEA,,"Practical projects to help lighting designers and technicians prepare for unforeseen problems that arise in professional situations when dealing with various lighting projects and gear. Topics addressed include storytelling, plot, practical lighting, and repertory. 3 undergraduate hours. 4 graduate hours."
THEA 495,Capstone Project,1,THEA,,"This course is intended for students to demonstrate their proficiency, creativity, ability, and authority as a professional in their specific area of study. Students will implement the knowledge gained in courses taken and production to prove their understanding and skills in a culminating project. 1 undergraduate hour. No graduate credit. May be repeated to a maximum of 2 hours in separate terms. Prerequisite: Enrollment by permission of area chair."
THEA 496,Professional Exploration,1,THEA,,"This course is intended to provide an opportunity for students to broaden their understanding of the entertainment field and network with working professionals. It will also serve to gain more experience in a specific area of expertise and receive certification in those areas making candidates more marketable and well positioned to enter the industry upon graduation. 1 undergraduate hour. No graduate credit. May be repeated in the same or separate semesters to a maximum of 2 hours, if topics vary. Prerequisite: Restricted to theatre majors with Junior or Senior standing only."
THEA 497,Audio Engineering I,3,THEA,,"Introduction to audio engineering and system design concepts through exploration of audio consoles, amplification, loudspeaker manufacturing and design. 3 undergraduate hours. 3 graduate hours. Prerequisite: THEA 153 ."
THEA 498,Audio Engineering II,3,THEA,,"Rotating Topics: Project-based study of professional techniques in sound system applications and design for sound reinforcement in music, theatre and architectural applications. 3 undergraduate hours. 3 graduate hours. May be repeated in separate semesters for up to 12 hours for undergraduate students and up to 18 hours for graduate students. Prerequisite: THEA 497 : Audio Engineering I."
THEA 519,Theatrical CAD Drafting II,2,THEA,,Extensive knowledge of various drafting software programs is a valuable skill is becoming a more commonplace tool in Entertainment technical design and mechanics. Knowledge of the software available is a valuable asset to any student who wishes to pursue a career within the commercial side of the industry. This course will extend and enhance student skills and mastery of CAD techniques. Prerequisite: THEA 419 . Restricted to Theatre majors or by consent of instructor.
THEA 522,Structures for the Stage II,3,THEA,,"The incorporation of structural analysis into the technical design of theatrical scenery has become a necessary tool of every Technical Director. This course continues the study from THEA 422 Structures for the Stage I. More advanced vocabulary and mathematical equations are examined in depth. Topics such as complex structural steel design, structural aluminum design, plywood design, and truss design will be covered. Prerequisite: THEA 422 ."
THEA 530,Technical Direction II,3,THEA,,This course builds on the acquired knowledge from THEA 430 . The course revolves around the discussion of advanced topics in Technical Direction. The students will examine more in-depth technical design problems and find solutions to the problems both individually and as a group. The students will also be able to apply the knowledge and skills acquired from other previous courses. Prerequisite: THEA 430 . Enrollment limited to Theatre majors.
THEA 550,Colloquium Design & Theat Tech,4 or 8,THEA,,"Projects in design for the theatre or in theatre technology, including stage scenery, costuming, lighting, makeup, projections, and sound and stage systems. May be repeated to a maximum of 32 hours. Prerequisite: Enrollment limited to graduate students in theatre design and technology."
THEA 551,"Graduate Colloquium in Design, Technology, & Management",1,THEA,,"A seminar course for Level 21 MFA students focusing on life at the University of Illinois, opportunities and services available to students, professional practices in theater operation and design, management and leadership, and the collaborative processes for theatre practitioners and educators. May be repeated in separate terms for unlimited Graduate hours. Prerequisite: Restricted to MFA: Theatre (Level 21)."
THEA 557,Cripping Theatre,4,THEA,,Same as FAA 557 . See FAA 557 .
THEA 559,Topics in Stage Management,2,THEA,,"This course surveys advanced topics in stage management focusing on skill building and development for graduate students preparing to enter the professional world. Advanced stage management techniques are discussed with an eye to promoting innovation. Assignments are designed to provide a laboratory experience where students can apply critical thinking, scholarly research, experimentation, collaboration and writing skills relevant to real-world scenarios and often with practical outcomes or applications. May be repeated to a maximum of 12 hours. Prerequisite: MFA Stage Management majors only."
THEA 560,Seminar in Theatre History,4,THEA,,Studies in the history of the theatre. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.
THEA 561,Seminar in Dramatic Literature,4,THEA,,Advanced studies of plays as dramatic literature in historical and theoretical contexts. Selection of plays may vary each semester. May be repeated in separate terms to a maximum of 16 graduate hours.
THEA 562,Seminar in Theatre Theory,4,THEA,,"Studies in theories of drama, theatre, and performance. Examination of major theorists in both theatre scholarship and critical theory. Emphasis placed on studies in methodology. Specific topics may vary. May be repeated in the same term or in separate terms to a maximum of 16 hours."
THEA 564,Stud Theatre Hist 20th Century,4,THEA,,Examines selected movements and contributors to the theatre from the late nineteenth-century to the contemporary period. May be repeated to a maximum of 8 hours with approval. Prerequisite: Consent of instructor.
THEA 571,Colloquium in Acting: Dynamics,1,THEA,,"Intensive professional training in voice and movement skills for the actor. May be repeated to a maximum of 6 hours. Prerequisite: Enrollment limited to graduate acting students; concurrent registration in THEA 572 , THEA 573 and THEA 574 ."
THEA 572,Colloquium in Acting: Voice,2,THEA,,"Intensive professional training in voice and speech for the actor. May be repeated to a maximum of 12 hours. Prerequisite: Enrollment limited to graduate acting students; concurrent registration in THEA 571 , THEA 573 and THEA 574 ."
THEA 573,Colloquium in Acting: Movement,2,THEA,,"Intensive professional training in movement and stage combat for the actor. Additional fees may apply. See Class Schedule. May be repeated to a maximum of 12 hours. Prerequisite: Enrollment limited to graduate acting students; concurrent registration in THEA 571 , THEA 572 and THEA 574 ."
THEA 574,Colloquium in Acting: Acting,3,THEA,,"Intensive professional training in acting with a different focus each term on a particular style of dramatic literature. May be repeated to a maximum of 18 hours. Prerequisite: Enrollment limited to graduate acting students; concurrent registration in THEA 571 , THEA 572 and THEA 573 ."
THEA 591,Special Problems,0 to 8,THEA,,Individual research in selected topics by arrangement with the instructor. Approved for Letter and S/U grading. May be repeated up to 72 hours if topics vary. Prerequisite: Consent of instructor.
THEA 594,Writing the Minor - Minoritarian Aesthetics,4,THEA,,"Same as AAS 594 , ENGL 594 , GWS 594 , and FAA 594 . See FAA 594 ."
THEA 595,Creative Project,1 to 8,THEA,,"Open to MFA, MA, and PhD in Theatre May be repeated up to 20 hours in the same term or 72 hours in separate terms, if topics vary. Prerequisite: Consent of instructor."
THEA 596,Experiments in Minoritarian Aesthetics,4,THEA,,"Same as AAS 596 , ENGL 596 , FAA 596 , and GWS 596 . See FAA 596 ."
THEA 599,Thesis Research,0 to 16,THEA,,Approved for S/U grading only. May be repeated in the same term or in separate terms. Prerequisite: Consent of instructor.
TMGT 366,Product Design and Development,3,TMGT,,Same as BADM 366 . See BADM 366 .
TMGT 367,Mgmt of Innov and Technology,3,TMGT,,Same as BADM 367 . See BADM 367 .
TMGT 460,Business Process Modeling,3,TMGT,,Same as BADM 460 . See BADM 460 .
TMGT 461,"Tech, Eng, & Mgt Final Project",4,TMGT,,Same as BADM 461 . See BADM 461 .
TRST 201,Intro to Translation Studies,3,TRST,Humanities - Lit & Arts,"Introduction to translation as an academic discipline and professional field through a series of texts in translation. Explores the ways in which texts, images, and ideas move across cultures, across time, across languages, and through different art forms; to elevate the students' appreciation of literature and other art forms; and get acquainted with the complexities of a work of art as a cultural manifestation and with the ways in which various artists, writers and translators have attempted to recreate these complexities in other languages and cultures."
TRST 403,German-English Translation: Theory & Practice,3,TRST,,Same as GER 403 . See GER 403 .
TRST 407,Terminology,3 or 4,TRST,,"Provides a foundation in terminology management theory and practice. Key principles, including concept orientation, term autonomy, data granularity, and interchange standards are emphasized. Practical skills learned include performing term extraction, creating a terminology database (termbase), using the termbase as an aid when translating a text, and developing interpreter-oriented formats. 3 undergraduate hours. 4 graduate hours."
TRST 410,Translation and Interpreting Theory & Practice,3 or 4,TRST,,"Study of the theory and methods of translation and interpreting. Emphasis is on contemporary theoretical trends in the translation and interpreting fields, and practical application of theoretical models. 3 undergraduate hours. 4 graduate hours. Prerequisite: Departmental approval."
TRST 412,Spanish/English Translation,3 or 4,TRST,,Same as SPAN 410 . See SPAN 410 .
TRST 413,Arabic-English Translation,3 or 4,TRST,,Same as ARAB 413 . See ARAB 413 .
TRST 415,Machine Translation: History and Applications,3 or 4,TRST,,Same as LING 415 . See LING 415 .
TRST 419,Techniques in Translation,3 or 4,TRST,,Same as FR 419 . See FR 419 .
TRST 422,Translation and Culture: Intercultural Encounters Across Media,3 or 4,TRST,,"Exploration of the role of culture in translation and interpreting. Through discussion of primary texts, movies, and hands-on experience in translation workshops, this course aims to take students beyond the linguistic definition of translation and invites to explore translation in several media. It addresses the ways in which intercultural competence plays a role in translation zones including borders, museums, and diplomacy. Knowledge of a language other than English is welcome, but not required."
TRST 430,Chinese Poetry and Translation,3,TRST,,Same as EALC 425 . See EALC 425 .
TRST 431,History of Translation,3 or 4,TRST,,"Same as CLCV 430 , CWL 430 , ENGL 486 , GER 405 , SLAV 430 , and SPAN 436 . See SLAV 430 ."
TRST 432,Audio Visual Translation Studies,3 or 4,TRST,,"Examination of how subtitles are produced, how multimodal translation works, the growing discipline of audiovisual translation, as well as hands-on training in subtitling. Students will review the history of audiovisual translation, practice using subtitling software, and produce their own subtitles for segments of films they select. Students may work from any other language into English. Access to a PC computer strongly encouraged. 3 undergraduate hours. 4 graduate hours. Prerequisite: Six semesters of foreign language study at the college level, or equivalent competence."
TRST 500,Translation and Interpreting: Reflective Practice,4,TRST,,"Exploration of the ethical and epistemological dimensions of translation and interpreting. Through discussion of primary texts and case studies, this course aims to take students beyond codified codes of professional ethics to discover the intellectual traditions (e.g., hermeneutics and philosophy of language, critical social theory, virtue ethics, etc.) that frame reflective practice. Topics include the nature of language, dialogue across difference, and the crafting of a personally fulfilling and morally responsive life of practice. This course is designed as a transition to professional practice, to be taken shortly before graduation. Prerequisite: TRST 410 or consent of instructor."
TRST 501,Applied Literary Translation I,4,TRST,,"Focuses on both the theory and the practice of literary translation, as well as the business aspect of how to negotiate a translation proposal through the US publishing market. Students will produce a completed translation of a short story or a selection of poems. Same as CWL 511 , EALC 511 , GER 511 , and SLAV 501 ."
TRST 502,Applied LiteraryTranslation II,4,TRST,,"Focuses on the practice and strategies of literary translation through the study of what prominent and successful translators have written about their own experience and through comparative analysis of prize-winning translations. Students will be exposed to reader response theory and the role of the translator as cultural agent while learning how to produce paratext for their translations (prefaces, notes, etc.) and developing skills in translation, editing, grant-writing, and participation in professional associations. Same as CWL 512 , EALC 512 , GER 512 , and SLAV 502 . Prerequisite: TRST 501 or consent of unit."
TRST 503,Computer-Assisted Translation,4,TRST,,"A foundation course in the history, technical underpinnings and functionality of computer-assisted translation (CAT). Students work with several CAT tools and learn the functions and features of CAT, including Project set-up, Translation Memory, Termbase, Alignment, File filters, Quality Assurance, Reports, Review files, Machine Translation, and Autosuggest dictionaries. Campus students should have access to a laptop that can be brought to class. Prerequisite: Six semesters of non-English language study or equivalent competence."
TRST 505,Commercial & Technical Translation,4,TRST,,"Theoretical and practical aspects of translation of various genres of commercial and technical content, for example, annual reports, product specifications, marketing web sites, user manuals, online help, etc. Prerequisite: Six semesters of non-English language study or equivalent competence."
TRST 506,Translation for Professions,4,TRST,,"Develop the practice of ""instrumental"" translation skills in a variety of technical domains, including translation for new media, medical and legal translation, and localization. Focuses on the technical, cultural and terminological problems that characterize localization and globalization as governing criteria of translation in today's knowledge economy. Prerequisite: Six semesters of non-English language study or equivalent competence."
TRST 508,Localization,4,TRST,,"Combines theories of localization with hands-on activities using a range of computer-assisted translation (CAT) and localization tools. Students explore and reflect on the issues that translators face when adapting content from one language and culture to another. Students also learn state-of-the-art tools and techniques for localizing software, mobile apps, SEO keywords, and web sites. Markup languages, localization project management, and standards for the language industry are also introduced. Prerequisite: TRST 503 ."
TRST 540,Capstone,4,TRST,,Original capstone project completed as the culmination of the MA in Translation and Interpreting. Prerequisite: TRST 407 and TRST 410 .
TRST 541,Community Interpreting,4,TRST,,"Introduction to community interpreting and its main theoretical concepts, along with intensive practice of short and long consecutive interpreting. The major areas of community interpreting will be introduced, including interpreting in the medical and legal contexts and the interpreter code of ethics. Prerequisite: Admission to the MA in Translation and Interpreting or consent of instructor."
TRST 542,Conference Interpreting,4,TRST,,"Introduction to conference interpreting and its main theoretical concepts. Core skills will be introduced and practiced, such as understanding the spoken language and language analysis techniques, acquisition of subject matter knowledge, terminology management, verbal expression skills, and mastery of technology for conference interpreting. Intensive interpreting practice in simultaneous interpreting in the students' language pairs."
TRST 543,Advanced Interpreting Practice and Research,4,TRST,,"Advanced practice in interpreting skills, with an emphasis on simultaneous interpretation from and into English; and study of Research methodology in Interpreting Studies. Other areas of practice may include consecutive interpreting, sight translation and sight interpreting. Prerequisite: TRST 541 , TRST 542 , or consent of instructor."
TRST 545,Writing for Translators,4,TRST,,"Explores writing in the context of translation and looks closely at the question of what strategies and practices translators need to implement to adapt to each new text they encounter. Readings of a theoretical nature and documents of a practical nature will be assigned. The types of texts examined fall into the following categories: social sciences, literary, technical, legal, and scientific. The English-language conventions of specific types of texts will be addressed. Each student will also develop strategies for translating from specific languages, as well as individual practices for improving reading and writing. Prerequisite: Graduate standing or permission of instructor; six semesters of non-English language study, or equivalent competence."
TRST 580,Special Topics in Translation,4,TRST,,"Covers topics of special interests to rising professional translators in the three areas of specialization of the MA in Translation and Interpreting: Applied Literary Translation, Translation for the Professions and Interpreting. Examples of topics may include: Translation for Government, Literary Translation, Translation and Digital Humanities. May be repeated in separate terms for a maximum of 8 hours."
TURK 199,Undergraduate Open Seminar,1 to 5,TURK,,Approved for letter and S/U grading. May be repeated in separate terms to a maximum of 10 hours.
TURK 201,Elementary Turkish I,5,TURK,,Mastery of Turkish alphabet and phonetics; elementary formal grammar and the development of reading and writing skills; and conversation in the formal noncolloquial style. Participation in the laboratory is required.
TURK 202,Elementary Turkish II,5,TURK,,"Continuation of TURK 201 , with introduction of more advanced grammar; emphasis on more fluency in speaking, reading, and writing simple sentences in standard Turkish. Participation in the language laboratory required. Prerequisite: TURK 201 or equivalent."
TURK 270,Language and Culture in Turkey,3,TURK,Cultural Studies - Non-West,"As a country located at the crossroads of Asia, Europe and Africa, Turkey has always been under the spotlight. In this course, we will study the dynamic relationship between language and culture in Ottoman and modern Turkey through a timely analysis of its transition from a long-lasting empire to a young ""secular"" nation-state. We will examine the complexities of Turkish modernity from a holistic perspective to better comprehend how central Asian and Middle Eastern cultural influences, continuities, and transformations gave birth to modern Turkish language. The course should help you not only in developing an understanding of the Turkish language within a cultural framework, but also in gaining insight into Turkey's history, politics, literature, and media. No former knowledge of Turkey or the Turkish language is required. Same as ANTH 272 , GLBL 272 , and SAME 272 ."
TURK 403,Intermediate Turkish I,4,TURK,,"Continuation of TURK 202 ; emphasis on the development of appropriate reading, writing, speaking, and comprehension skills in Standard and Colloquial Turkish, with increased attention to ordinary written texts. 4 undergraduate hours. 4 graduate hours. Prerequisite: TURK 202 or equivalent."
TURK 404,Intermediate Turkish II,4,TURK,,"Continuation of TURK 403 ; emphasis on the development of better receptive and productive language skills in Standard and Colloquial Turkish, with increased attention to both written and spoken texts. 4 undergraduate hours. 4 graduate hours. Prerequisite: TURK 403 or equivalent."
TURK 405,Advanced Turkish I,3,TURK,,"Third-year Turkish with emphasis on conversational fluency and on increased ability in reading and comprehending texts, including newspaper prose and Turkish cultural materials. Course will also deal with the advanced level grammar found in such texts. 3 undergraduate hours. 3 graduate hours. Prerequisite: TURK 404 or equivalent."
TURK 406,Advanced Turkish II,3,TURK,,Continuation of TURK 405 with increased emphasis on conversational fluency and comprehension of advanced level grammar in the reading of a variety of prose texts on current cultural issues. 3 undergraduate hours. 3 graduate hours. Prerequisite: TURK 405 or equivalent.
TURK 490,Special Topics in Turkish,2 to 4,TURK,,"Provides an opportunity to focus on various aspects of Turkish language, culture, and society. 2 to 4 undergraduate hours. 2 to 4 graduate hours. Approved for letter and S/U grading. May be repeated in separate terms."
UKR 101,Basic Ukrainian I,4,UKR,,"Oral and written work on basic pronunciation, grammar, and vocabulary. For students with no previous study of Ukrainian."
UKR 102,Basic Ukrainian II,4,UKR,,Continuation of UKR 101 . Prerequisite: UKR 101 or equivalent proficiency.
UKR 113,Ukrainian Culture,3,UKR,Humanities - Lit & Arts; Cultural Studies - Western,"Course situates Ukrainian culture in the broad context of Slavic nations. Acquaints students with Ukrainian culture from the origins of Kievan Rus' in the Middle Ages to the present. Includes highlights of historical-cultural events, an overview of literature and of the arts, as well as an outline of Ukrainian folklore. No knowledge of Ukrainian required."
UKR 199,Undergraduate Open Seminar,1 to 5,UKR,,May be repeated.
UKR 201,Second-Year Ukrainan I,4,UKR,,"Completion of grammar, oral drills, and written exercises. Prerequisite: UKR 102 or equivalent."
UKR 202,Second-Year Ukrainian II,4,UKR,,Selected readings in contemporary Ukrainian literature. Prerequisite: UKR 201 or equivalent.
UKR 218,Survey of Ukrainian Literature,3,UKR,,Critical survey of major works in Ukrainian literature from the beginnings to the modern period in light of their historical and cultural background; lectures and readings in English. Same as CWL 218 .
UKR 498,Problems in Ukrainian Lit,3 or 4,UKR,,Critical survey of major works in Ukrainian literature from the beginnings to the modern period in light of their historical and cultural background; lectures and readings in English. 3 undergraduate hours. 3 or 4 graduate hours.
UP 101,Introduction to City Planning,3,UP,,"Provides an introduction to urban and regional planning by examining the history of American urbanization, the evolution of American planning thought and practice, and contemporary issues and planning approaches."
UP 111,Gentrification,3,UP,,"From New York to Campustown to Cape Town, high housing costs are changing cities and life paths. This class uses major ideas in the social sciences to unpack the problem of high-cost housing and explore how it changes basic experiences of work, community and social belonging. No prior knowledge of cities, housing or social science is required."
UP 116,Urban Informatics I,3,UP,Quantitative Reasoning I,"Introduces students to basic analytical techniques used to better understand how cities work. Topics include the foundational statistical concepts of data, variation, and inference. Students formulate a research question about an urban studies or planning issue, collect data, use statistical software to analyze data, and communicate the findings."
UP 136,Urban Sustainability,3,UP,Social & Beh Sci - Soc Sci,"Provides students with a basic understanding of how to make cities more sustainable by connecting how and where we live to environmental issues. Emphasis on green infrastructure and urban systems, vulnerability and resilience, green design and construction methods, energy production and consumption, and water conservation."
UP 160,"Race, Social Justice, and Cities",3,UP,Cultural Studies - US Minority,"Study of the history and politics of American cities as sites of everyday struggles against systemic racialized exclusions rooted in patterns of residential segregation. Frame everyday racial encounters as surface symptoms of submerged and systematic forms of racism rooted in centuries of genocide, land theft, racial slavery and decades of Jim Crow segregation and neoliberal exclusions. Explore everyday racial conflicts in selected cities as expressions of historical struggles for social and spatial justice, across multiple scales. Focus on the governance of routine social practices ranging from policing, to education, to gentrification and memorialization in public places. Final student projects will focus on social struggles against systemic and everyday racisms in a self-selected city of their choice. Credit is not given for UP 160 if UP 199 section -""Race,"" Social Justice and the City has been taken."
UP 185,Cities in a Global Perspective,3,UP,Cultural Studies - Non-West; Social & Beh Sci - Soc Sci,"Introduction to the process of urbanization from a global perspective by exploring the social, political, cultural and economic forces that shape urban life. Students will learn to analyze urban development in a range of cities including those in the Middle East and South Asia, Latin America and Africa."
UP 199,Undergraduate Open Seminar,1 to 5,UP,,Undergraduate open seminar course in the Department of Urban and Regional Planning May be repeated.
UP 201,Planning in Action,3,UP,,"Introduces students to different career paths open to urban studies and planning majors. Students interact with professionals and take part in hands-on activities related to different concentration areas: sustainability, policy & planning, social justice and global cities."
UP 203,Cities: Planning & Urban Life,3,UP,,"Provides a broad introduction to social science theories and analysis methods to examine how people, communities, and governments plan a city. Draws upon theories and methods of several social science disciplines including economics, geography, political science, anthropology and sociology. Includes hands-on application of fundamental analysis techniques. Credit is not given for both UP 203 and UP 204 . Prerequisite: UP 101 ."
UP 204,Chicago: Planning & Urban Life,3,UP,,"Provides a broad introduction to social science theories and analysis methods, and uses the City of Chicago as a semester-long case study to examine how people, communities, and governments plan a city. Draws upon theories and methods of several social science disciplines including economics, geography, political science, anthropology, and sociology. Balances themes and concepts from the assigned readings with discussion of Chicago-specific case studies and hands-on application of fundamental analysis techniques. Credit is not given for both UP 204 and UP 203 . Prerequisite: UP 101 ."
UP 205,Ecology & Environmental Sustainability,3,UP,Nat Sci & Tech - Life Sciences,"Basic ecological principles underlying environmental sustainability. Examination of problems that arise from inadequate consideration of structure and function of ecological systems, and approaches to ecological restoration and environmentally sound planning. Applications of principles to case studies drawn from urban planning, natural resource management and sustainable development."
UP 210,Environmental Economics & Policy,3,UP,Social & Beh Sci - Soc Sci,"Same as ACE 210 , ECON 210 , ENVS 210 , and NRES 210 . See ACE 210 ."
UP 211,"Local Planning, Gov't and Law",3,UP,,"Provides students with a basic understanding of the governmental structure, legal aspects, and practice of local municipal planning, with special emphasis on case law, constitutional principles, zoning, subdivision regulations and comprehensive planning. Gives an introduction for students interested in pursuing more advanced studies in land use law and local government planning."
UP 230,Transportation Planning: Fundamentals and Innovations,3,UP,,"Introduces fundamental concepts and emerging shifts/innovations in the field of transportation planning. The course will prepare students to address the following questions: What does our transportation system look like today, and how did we get here? How do people make decisions about travel? What are the impacts of these decisions on the environment, the economy, social equity, congestion, public health, and safety? Will autonomous vehicles simply encourage more driving, or can they be harnessed in a way that supports wider community goals? How do we design streets that are safe for all travel modes? Through a combination of discussions, case studies, and hands-on activities, students will think critically and creatively about these questions and about the role of transportation planners in creating positive change for communities."
UP 260,Social Inequality and Planning,3,UP,Social & Beh Sci - Soc Sci,"How are inequalities produced and contested in an urban environment? This course examines this question by analyzing how the urban landscape shapes and is shaped by race, class, and gender inequalities. Uses comparative cases to explore successful intervention, both from formal and informal, across multiple scales from the local to the global."
UP 312,Communication for Planners,4,UP,Advanced Composition,"Integrates written, verbal, and graphic communication techniques into planning and analysis. Activities simulate professional situations where students develop skills and pieces of broader arguments and synthesize them into final products. Prerequisite: Completion of campus Composition I general education requirement."
UP 316,Urban Informatics II,3,UP,Quantitative Reasoning II,"Provides an introduction to formal methods for collecting and analyzing data required in various planning processes. Methods include survey research, regional demographic and economic analysis, forecasting techniques, benefit-cost analysis, and decision analysis. Prerequisite: UP 116 or an introductory statistics course."
UP 317,Introduction to Urban Data Science,3,UP,,"Entry-level data science course which introduces basic scientific methods, processes, and algorithms to extract and further understand knowledge or insights from all kinds of data in the urban environment. Students will learn a set of fundamental concepts in data science during lectures. The weekly hands-on lab will cover methods and tools of effective data analysis and visualization. This course builds a common foundation for quantitative analysis among undergraduates for a wide application in their capstone/projects. Prerequisite: UP 116 or equivalent statistical course such as: ACE 261, STAT 100 , STAT 107 , or STAT 200 ."
UP 327,International Creative Placemaking,3,UP,,"Explores in theory, policy, and practice, community arts-based projects, participatory methods, and cultural practices from an international, interdisciplinary, and intersectional approach. It will critically analyze how different individuals, groups, and institutions are using, both formally and informally, the arts and creative practices to engage and build communities, shape the physical environment, and address persistent societal problems. Students will work in phases to propose a creative placemaking project based on an accurate site. Credit is not given toward graduation for UP 327 if credit for the UP 199 section International Placemaking has been earned."
UP 330,The Modern American City,3,UP,Cultural Studies - US Minority,"The Modern American City investigates the changing social and economic composition of cities, and the changing status of cities in U.S. society. The course focuses on the propulsive role race plays in three separate periods: The post-war period of African-American migration from the South and white flight, the post-1990 revival of cities and the amplification of their social inequalities, and the current period of pro-equity politics interracial coalitions of voters and organizers. Each course section explicitly considers the role that racial difference and other forms of difference play in first creating and second responding to the inequalities that characterize U.S. cities and society."
UP 335,Cities and Immigrants,3,UP,,"Focuses on the experiences of United States cities and towns undergoing rapid demographic economic, social, and cultural changes and the local responses to those changes, including local policy making, land-use regulations, community controversy, and grassroots activism. Same as SOCW 335 ."
UP 340,Planning for Healthy Cities,3,UP,,"Explores the evolving role of health in urban planning. Historical and current theories on the relationship between public health and the built environment are highlighted, as are prescriptions for healthy urban design. Community health planning, health disparities, and the needs of special populations in the city are also examined, along with some of the major policy issues affecting urban health care today."
UP 345,Economic Development Planning,3,UP,,"Public-private-partnerships in urban economic development, including study of potentials, problems, and projects; financing urban economic development through federal grant programs, tax increment financing, and other means."
UP 347,Junior Planning Workshop,4,UP,,"Provides students with an opportunity to further develop planning skills and knowledge to prepare for an advanced level urban planning workshop. Students will work in small groups to define and solve planning problems as they improve skills in data collection and analysis, mapping and spatial analysis, design, oral and written communication and presentation, public engagement, teamwork, and consensus building. Specific projects associated with the workshop will vary from year to year. Prerequisite: UP 312 . Intended for juniors in the Department of Urban and Regional Planning."
UP 357,The Land Development Process,3,UP,,"Understanding of the process of land development from the perspective of both the planner and the developer. Includes and understanding of planning and zoning concepts, infrastructure needs, and incentive tools commonly used by municipalities in recruiting and facilitating land development. The course provides the student the opportunity to learn basic concepts to land development and then apply them in a land development project proposal. Prerequisite: UP 347 : Junior Planning Workshop is highly recommended or basic familiarity with GIS, Adobe Illustrator, Adobe InDesign and SketchUp."
